Country Name,Country Code,Indicator Name,Indicator Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bosnia and Herzegovina,BIH,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.79,,,41.81,,,40.69,,,,41.35,,,,
Bosnia and Herzegovina,BIH,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,,,2.94,,,3.01,,,,2.89,,,,
Bosnia and Herzegovina,BIH,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79,,,7.39,,,7.48,,,,7.28,,,,
Bosnia and Herzegovina,BIH,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,12.09,,,12.23,,,,12.06,,,,
Bosnia and Herzegovina,BIH,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,16.27,,,16.6,,,,16.57,,,,
Bosnia and Herzegovina,BIH,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01178,,,0.006894,,,0.002304,,,,0.002681,,,,
Bosnia and Herzegovina,BIH,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03534,,,0.024512,,,0.016128,,,,0.017235,,,,
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3930283,3971608,4008411,4041623,4073480,4107135,4144726,4185074,4226663,4270598,4318301,4369527,4428460,4491745,4542757,4559256,4526996,4437898,4301169,4141167,3992256,3879278,3810649,3779354,3775898,3784389,3792878,3799747,3808347,3817313,3825872,3833377,3838504,3840418,3839749,3837732,3835258,3832310,3828419,3823533,,3810416
Bosnia and Herzegovina,BIH,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.05,,,0.02,,,,0.02,,,,
Bosnia and Herzegovina,BIH,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,0.19,,,0.09,,,,0.11,,,,
Bosnia and Herzegovina,BIH,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,0.18,,,0.06,,,,0.07,,,,
Bosnia and Herzegovina,BIH,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,0.64,,,0.42,,,,0.45,,,,
Bosnia and Herzegovina,BIH,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,,,17.9,,,,
Bosnia and Herzegovina,BIH,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,18.2,,,,17.9,,,,
Bosnia and Herzegovina,BIH,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,
Botswana,BWA,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,54.21,,,,,,,,60.79,,,,,,,,,64.73,,,,,,,60.46,,,,,,
Botswana,BWA,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,19.21,,,,,,,,16.43,,,,,,,,,15.85,,,,,,,16.89,,,,,,
Botswana,BWA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,42.93,,,,,,,,51.2,,,,,,,,,53.08,,,,,,,49.61,,,,,,
Botswana,BWA,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,58.88,,,,,,,,64.91,,,,,,,,,69.46,,,,,,,65.04,,,,,,
Botswana,BWA,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,1.43,,,,,,,,1.19,,,,,,,,,0.82,,,,,,,1.05,,,,,,
Botswana,BWA,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,3.59,,,,,,,,3.03,,,,,,,,,2.27,,,,,,,2.84,,,,,,
Botswana,BWA,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,6.88,,,,,,,,5.88,,,,,,,,,4.61,,,,,,,5.69,,,,,,
Botswana,BWA,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,11.42,,,,,,,,9.76,,,,,,,,,7.81,,,,,,,9.54,,,,,,
Botswana,BWA,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,0.519232,,,,,,,,0.5223,,,,,,,,,0.538475,,,,,,,0.366624,,,,,,
Botswana,BWA,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,0.762744,,,,,,,,0.8199,,,,,,,,,0.887624,,,,,,,0.718374,,,,,,
Botswana,BWA,"Population, total",SP.POP.TOTL,792513,822029,853860,887793,923305,959666,996331,1033073,1069962,1107103,1144716,1182942,1221668,1260720,1300097,1339813,1379814,1420098,1460453,1500356,1539135,1576291,1611827,1645846,1678111,1708368,1736579,1762531,1786672,1810438,1835750,1864003,1895671,1930431,1967866,2007212,2047831,2089706,2132822,2176510,,2262485
Botswana,BWA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,17.87,,,,,,,,13.49,,,,,,,,,11.41,,,,,,,5.78,,,,,,
Botswana,BWA,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,31.63,,,,,,,,25.86,,,,,,,,,22.61,,,,,,,13.96,,,,,,
Botswana,BWA,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,11.7,,,,,,,,,,,,
Botswana,BWA,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,,,,,
Botswana,BWA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,42.56,,,,,,,,34.82,,,,,,,,,29.75,,,,,,,18.24,,,,,,
Botswana,BWA,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,62.52,,,,,,,,54.66,,,,,,,,,49.04,,,,,,,35.74,,,,,,
Botswana,BWA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,59,,,,,,,,32.9,,,,,,,,,30.6,,,,,,,19.3,,,,,,
Botswana,BWA,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,59,,,,,,,,32.9,,,,,,,,,30.6,,,,,,,19.3,,,,,,
Botswana,BWA,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,,,,,,,,,,,,
Botswana,BWA,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,,,,,,,,,,,,
Botswana,BWA,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,68,,,,,,,,40.4,,,,,,,,,44.8,,,,,,,24.3,,,,,,
Botswana,BWA,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,68,,,,,,,,40.4,,,,,,,,,44.8,,,,,,,24.3,,,,,,
Botswana,BWA,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,
Botswana,BWA,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,
Botswana,BWA,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,30,,,,,,,,24.7,,,,,,,,,19.4,,,,,,,11,,,,,,
Botswana,BWA,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,30,,,,,,,,24.7,,,,,,,,,19.4,,,,,,,11,,,,,,
Brazil,BRA,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1423,
Brazil,BRA,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0735,
Brazil,BRA,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,57.93,58.42,58.99,58.38,55.59,58.46,59.69,61.43,63.3,60.49,,53.17,60.12,,59.57,59.89,59.8,59.61,58.99,,59.33,58.62,58.01,56.88,56.64,55.93,55.23,54.37,53.87,,53.09,52.67,52.87,51.48,
Brazil,BRA,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,18.4,18.33,18.1,18.11,19.65,18.18,18.12,17.5,16.83,17.88,,20.76,17.51,,17.86,18.17,18.15,17.9,17.99,,17.97,18.03,18.36,18.55,18.48,18.59,18.97,19.09,19.22,,19.36,19.34,19.31,19.58,
Brazil,BRA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,45.88,46.23,46.79,46.53,42.54,46.57,47.38,49.19,51.15,48.07,,39.69,48.44,,47.54,47.35,47.39,47.59,47,,47.32,46.83,46,45.06,45.14,44.48,43.57,42.93,42.45,,41.89,41.67,41.81,40.66,
Brazil,BRA,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,62.29,62.74,63.4,62.9,59.98,62.8,63.73,65.48,67.31,64.61,,57.1,64.27,,63.83,63.86,63.81,63.82,63.3,,63.45,62.93,62.21,61.24,61.03,60.43,59.57,58.85,58.34,,57.56,57.18,57.38,56.25,
Brazil,BRA,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,0.84,0.84,0.84,0.88,0.93,0.86,0.74,0.64,0.6,0.76,,0.82,0.69,,0.76,0.66,0.69,0.75,0.78,,0.71,0.81,0.79,0.89,0.93,0.96,0.9,0.99,0.98,,0.98,1.04,0.97,1.18,
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,2.68,2.62,2.61,2.73,2.87,2.65,2.38,2.14,1.99,2.33,,2.82,2.35,,2.44,2.25,2.3,2.42,2.5,,2.4,2.59,2.59,2.82,2.9,3,2.97,3.14,3.17,,3.25,3.38,3.28,3.62,
Brazil,BRA,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,6.16,6,5.87,6.04,6.46,6.04,5.7,5.33,4.96,5.46,,7.08,5.81,,5.82,5.69,5.69,5.82,5.95,,5.9,6.04,6.19,6.46,6.54,6.75,6.89,7.13,7.28,,7.53,7.65,7.62,7.9,
Brazil,BRA,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,10.47,10.32,10.02,10.2,11.03,10.32,10.07,9.55,8.92,9.73,,12.25,10.07,,10.06,10.03,10.05,10.05,10.25,,10.3,10.4,10.65,10.93,11.04,11.23,11.6,11.8,11.98,,12.3,12.44,12.4,12.64,
Brazil,BRA,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,30.426752,30.488705,40.141464,40.05105,34.401576,13.630816,25.824372,32.57166,30.31378,30.920184,,32.256888,31.435752,,21.142524,23.42301,23.487811,21.673092,23.13284,,24.300804,22.287255,23.339373,20.547648,17.99984,15.14158,14.65128,12.251033,12.15606,,11.0286,9.29016,9.947462,7.542528,
Brazil,BRA,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,51.845584,51.873055,64.417617,65.07291,58.485416,29.831376,46.905492,54.80864,51.93692,53.824581,,55.579426,54.981004,,42.122288,43.92021,45.011309,41.743296,44.343715,,46.068044,44.302935,46.238034,43.310124,39.938912,34.09716,32.38704,27.676817,26.49549,,22.799124,18.78272,18.505956,15.579648,
Brazil,BRA,"Population, total",SP.POP.TOTL,105846274,108431284,111076063,113776467,116532153,119341444,122199721,125107382,128054757,131014337,133950551,136836428,139664639,142437479,145150468,147801816,150393143,152916852,155379009,157812220,160260508,162755054,165303155,167893835,170516482,173153066,175786441,178419396,181045592,183627339,186116363,188479240,190698241,192784521,194769696,196701298,198614208,200517584,202401584,204259377,,207847528
Brazil,BRA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,9.85,9.51,12.75,12.08,9.99,3.87,7.46,9.62,8.73,8.24,,9.09,8.56,,5.33,6.14,5.98,5.21,5.39,,5.79,4.83,5.32,4.47,3.88,3.32,3.59,2.92,2.9,,2.93,2.48,2.77,1.72,
Brazil,BRA,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,18.94,18.37,23.49,22.77,19.38,8.46,14.54,17.63,16.2,16.09,,16.69,15.97,,10.74,11.61,11.5,10.45,10.93,,11.21,10.04,10.63,9.34,8.28,6.96,6.83,5.69,5.45,,4.94,4.14,4.32,3.14,
Brazil,BRA,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,24.32,23.81,30.64,29.9,25.14,9.76,18.13,22.44,20.51,20.56,,20.76,19.92,,12.99,14.17,13.99,12.71,13.36,,13.62,12.31,12.71,11.04,9.55,7.94,7.6,6.29,6.18,,5.5,4.59,4.87,3.66,
Brazil,BRA,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,41.44,40.51,49.17,48.58,42.74,21.36,32.93,37.76,35.14,35.79,,35.77,34.84,,25.88,26.57,26.81,24.48,25.61,,25.82,24.47,25.18,23.27,21.19,17.88,16.8,14.21,13.47,,11.37,9.28,9.06,7.56,
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,23.3,24.9,22.4,21,17.3,16.1,14.1,13.3,,11.1,9,8.9,7.4,
Brazil,BRA,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,23.3,24.9,22.4,21,17.3,16.1,14.1,13.3,,11.1,9,8.9,7.4,
Brazil,BRA,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,,,,,5.34,
Brazil,BRA,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18,,,,,18.53,
Brazil,BRA,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2904,,,
Bulgaria,BGR,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3684,,,
Bulgaria,BGR,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,23.43,,,30.71,,24.32,35.4,,26.38,,,,32.68,,28.92,,,35.73,28.14,33.57,33.82,35.65,34.28,36.01,,,
Bulgaria,BGR,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,22.52,,,22.25,,22.22,21.28,,21.87,,,,22.83,,22.19,,,22.95,23,22.56,22.78,22.7,22.68,22.35,,,
Bulgaria,BGR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,20.03,,,24.74,,20.99,28.93,,22.77,,,,24.93,,23.63,,,26.57,22.16,25.67,25.69,26.91,26.03,27.38,,,
Bulgaria,BGR,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,34.02,,,39.34,,34.77,43.11,,36.76,,,,40.06,,38.01,,,41.77,36.73,41.01,40.92,42.22,41.11,42.7,,,
Bulgaria,BGR,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,4.56,,,3.47,,4.39,2.78,,4.52,,,,2.58,,3.44,,,1.61,3.26,2.42,2.37,2.11,2.07,2,,,
Bulgaria,BGR,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,10.45,,,8.33,,10.22,7.33,,10.12,,,,7.06,,8.75,,,5.64,8.5,6.94,6.79,6.26,6.41,6.16,,,
Bulgaria,BGR,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,14.74,,,13,,14.67,12.3,,13.89,,,,12.81,,13.72,,,12.56,13.85,12.63,12.53,12.1,12.72,12.2,,,
Bulgaria,BGR,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,18.26,,,17.09,,18.12,15.97,,17.36,,,,17.24,,17.33,,,17.09,17.92,16.86,16.98,16.73,17.08,16.59,,,
Bulgaria,BGR,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,0.00444,,,0,,0.020256,0.103443,,0.037395,,,,0.1604,,0.068816,,,0.41734,0.03171,0.088382,0.08556,0.14282,0.160965,0.148393,,,
Bulgaria,BGR,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,0.007104,,,0,,0.045576,0.258187,,0.358161,,,,0.55338,,0.303416,,,0.79541,0.13288,0.211218,0.194184,0.2812,0.34251,0.34357,,,
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8020282,7868468,7823557,7781161,7739900,7699020,7545338,7492561,7444443,7395599,7348328,7305888,7265115,,7177991
Bulgaria,BGR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,0.05,,,0,,0.23,0.31,,0.13,,,,0.42,,0.15,,,2.63,0.12,0.37,0.28,0.62,0.93,0.77,,,
Bulgaria,BGR,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,0.06,,,0,,0.28,1.02,,0.76,,,,2.06,,0.94,,,4.63,0.49,0.97,0.88,1.42,1.89,1.68,,,
Bulgaria,BGR,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,
Bulgaria,BGR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,0.05,,,0,,0.24,1.23,,0.45,,,,2,,0.88,,,5.42,0.42,1.18,1.15,1.93,2.19,2.03,,,
Bulgaria,BGR,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,0.08,,,0,,0.54,3.07,,4.31,,,,6.9,,3.88,,,10.33,1.76,2.82,2.61,3.8,4.66,4.7,,,
Bulgaria,BGR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,22,21.4,21.8,20.7,22.2,21.2,21,21.8,22,
Bulgaria,BGR,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,14,18.4,22,21.4,21.8,20.7,22.2,21.2,21,21.8,22,
Bulgaria,BGR,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77,,,,,7.22,,,
Bulgaria,BGR,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,15.73,,,
Bulgaria,BGR,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,BGR,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,48.07,,,,49.94,,,,,43.25,,,,,,39.76,,,,,35.3,
Burkina Faso,BFA,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,18.77,,,,17.46,,,,,20.9,,,,,,20.9,,,,,20.64,
